Id,SalePrice
1806,120863.6918
1807,168876.2485
1808,124965.7901
1809,122914.5319
1810,149801.3236
1811,112053.5528
1812,117652.9227
1813,129362.8748
1814,93081.603
1815,61614.44036
1816,93163.94892
1817,116448.1497
1818,131341.5803
1819,118511.1865
1820,77190.09007
1821,134308.2778
1822,154898.9266
1823,64259.13831
1824,147206.6907
1825,135789.3531
1826,102473.5562
1827,105481.0049
1828,136634.5081
1829,118306.2693
1830,169744.2495
1831,160067.1285
1832,140768.6716
1833,150486.0235
1834,124926.7285
1835,181706.003
1836,150922.5057
1837,90520.05186
1838,127525.0855
1839,82002.23265
1840,161590.5311
1841,147403.6989
1842,92627.47843
1843,139955.5247
1844,116145.5382
1845,138681.8846
1846,148428.2582
1847,154835.6464
1848,61317.74702
1849,120231.4744
1850,137125.6501
1851,151338.6988
1852,135692.3422
1853,139753.6446
1854,163769.1479
1855,153891.1664
1856,233288.7903
1857,120516.2179
1858,148785.3996
1859,127660.2945
1860,155229.59
1861,127366.5959
1862,304762.0153
1863,304762.0153
1864,304762.0153
1865,331720.5873
1866,357128.7177
1867,247624.1646
1868,276577.1177
1869,188772.334
1870,219810.8294
1871,262365.0778
1872,169819.8373
1873,216407.6045
1874,129709.3355
1875,192289.2852
1876,196496.6855
1877,189120.957
1878,213250.1611
1879,118339.6635
1880,135718.7368
1881,227845.0581
1882,262160.0273
1883,199853.6515
1884,225974.9512
1885,245419.7406
1886,273887.7237
1887,186693.4225
1888,250283.9428
1889,164881.1652
1890,127959.5454
1891,138313.7484
1892,115333.3344
1893,142256.5788
1894,142808.8925
1895,148501.5531
1896,129523.7192
1897,120230.7298
1898,111337.9394
1899,133058.4883
1900,134820.7602
1901,146197.2793
1902,151695.2127
1903,225911.3174
1904,135429.5968
1905,179647.5503
1906,132217.8304
1907,225920.3058
1908,107064.7987
1909,131403.7104
1910,131403.7104
1911,180179.1356
1912,273988.9028
1913,125429.789
1914,76127.24131
1915,296097.1836
1916,67912.53261
1917,262305.8408
1918,121688.3968
1919,152903.7178
1920,184633.8959
1921,371812.6857
1922,322891.1299
1923,172185.8264
1924,213984.3174
1925,236671.7131
1926,355029.9074
1927,132624.2921
1928,157278.0318
1929,121306.1097
1930,124596.1489
1931,134308.1113
1932,143512.0935
1933,149390.1058
1934,174785.9424
1935,174579.3674
1936,175397.5343
1937,177655.5988
1938,181727.5249
1939,279672.7425
1940,192759.0577
1941,177033.5267
1942,194331.8031
1943,193985.8434
1944,335219.6124
1945,321840.5111
1946,155445.9198
1947,304792.3503
1948,160925.2665
1949,234924.4412
1950,168824.783
1951,265763.8478
1952,253779.1566
1953,163207.4302
1954,206149.5228
1955,132458.8962
1956,287158.4417
1957,174979.1088
1958,296807.5151
1959,157758.1275
1960,116196.0142
1961,127553.4785
1962,93068.77431
1963,93237.94246
1964,120862.1393
1965,153089.8337
1966,152807.2016
1967,268652.1956
1968,419521.3004
1969,357075.4163
1970,428622.7256
1971,416511.2143
1972,343888.8904
1973,258709.5065
1974,301919.0254
1975,477020.1831
1976,241550.4865
1977,357560.5127
1978,394787.9184
1979,326454.4984
1980,199522.9893
1981,302998.1704
1982,224945.8797
1983,224945.8797
1984,175785.6056
1985,197852.2423
1986,203802.0157
1987,187363.1623
1988,181564.388
1989,198858.2859
1990,217434.2324
1991,210665.0054
1992,224381.4921
1993,166069.8935
1994,257719.673
1995,185222.1773
1996,257693.4034
1997,327002.9912
1998,335554.2398
1999,260529.6556
2000,311875.5518
2001,259773.8266
2002,229108.4984
2003,279664.1669
2004,245515.725
2005,262307.2219
2006,234158.5533
2007,265851.2413
2008,191744.4408
2009,193875.0467
2010,191781.2051
2011,142998.7652
2012,184416.0107
2013,177083.0426
2014,190788.4326
2015,186854.6744
2016,189465.4177
2017,204718.6322
2018,131157.4408
2019,123696.3274
2020,113564.5316
2021,123580.7888
2022,177655.2436
2023,151248.226
2024,203707.6515
2025,342360.15
2026,183504.2828
2027,149574.4404
2028,158193.855
2029,174246.011
2030,275043.2161
2031,229893.3815
2032,262127.6637
2033,258008.429
2034,161878.6233
2035,200768.2108
2036,200442.4889
2037,200940.5307
2038,292891.7792
2039,191702.7826
2040,344898.2352
2041,256666.571
2042,216171.882
2043,175618.2425
2044,180816.0081
2045,211119.5752
2046,150689.2112
2047,144638.1778
2048,134193.2836
2049,144208.8868
2050,178573.638
2051,104807.1175
2052,145323.2834
2053,140008.375
2054,69406.35169
2055,159314.1967
2056,135905.5686
2057,128392.4474
2058,189698.6017
2059,143745.9824
2060,147024.3434
2061,189132.1478
2062,137134.5261
2063,114252.2651
2064,140918.7045
2065,128060.4528
2066,205210.7297
2067,123042.2039
2068,154353.6106
2069,87539.96259
2070,111748.7216
2071,87500.66663
2072,143410.4436
2073,139991.8206
2074,149975.4157
2075,141585.4699
2076,122540.4077
2077,149841.4902
2078,128763.0422
2079,139600.4587
2080,126152.5056
2081,125355.5648
2082,143879.2611
2083,148233.9845
2084,118055.8945
2085,139831.8062
2086,128689.0963
2087,132538.5467
2088,116284.069
2089,94953.88727
2090,129570.0474
2091,111423.0145
2092,127485.5039
2093,138922.8761
2094,142188.8465
2095,153961.1739
2096,93079.65338
2097,88747.62938
2098,140740.3603
2099,49739.30254
2100,112011.6252
2101,126284.5162
2102,146459.1624
2103,87848.86591
2104,149360.4418
2105,126275.668
2106,78172.06886
2107,255484.3416
2108,129087.9308
2109,122907.1402
2110,118908.9274
2111,170418.9295
2112,141452.0758
2113,114545.7947
2114,118279.8633
2115,145092.1785
2116,120701.9884
2117,144987.802
2118,132372.0458
2119,109004.4735
2120,106993.8698
2121,107759.2547
2122,90979.53273
2123,99803.44258
2124,221509.0158
2125,146587.5392
2126,164140.6111
2127,153091.4555
2128,132762.2411
2129,111387.6378
2130,150829.9118
2131,189442.9146
2132,132001.8286
2133,118793.2512
2134,116470.2009
2135,95288.43855
2136,94678.19382
2137,125974.5888
2138,141554.3742
2139,145332.4745
2140,130064.7393
2141,116145.5382
2142,141076.9658
2143,151885.8656
2144,127797.9063
2145,124250.524
2146,145162.5496
2147,143324.5259
2148,129090.4238
2149,130634.1011
2150,228618.2976
2151,130120.9448
2152,148528.8665
2153,149608.9026
2154,115724.5367
2155,125022.5308
2156,214268.6889
2157,223561.5202
2158,220059.4543
2159,211470.942
2160,163488.2516
2161,255718.1877
2162,433793.0384
2163,356533.318
2164,235746.922
2165,194308.671
2166,140779.1046
2167,187276.6978
2168,200647.5418
2169,184652.8317
2170,207830.104
2171,151037.4538
2172,146563.324
2173,158432.5504
2174,257386.1093
2175,284615.801
2176,249814.0338
2177,266635.5762
2178,211839.6271
2179,146491.8882
2180,217123.0961
2181,189505.4338
2182,222233.907
2183,211025.12
2184,141796.6475
2185,113632.3595
2186,156352.4805
2187,135834.8651
2188,155672.5264
2189,167916.9614
2190,104691.6733
2191,104691.6733
2192,87516.89102
2193,86064.33083
2194,99831.29867
2195,106969.2275
2196,113783.1533
2197,112624.2657
2198,148658.2794
2199,175337.8957
2200,117768.0342
2201,133628.0505
2202,176440.3595
2203,168737.0534
2204,145793.8679
2205,119299.2449
2206,135408.7551
2207,179747.1181
2208,207713.1786
2209,155553.4646
2210,106962.9529
2211,114092.4812
2212,103465.3904
2213,110262.2848
2214,145231.8297
2215,91412.96537
2216,147013.0009
2217,70358.20236
2218,106897.1494
2219,79834.32639
2220,69050.33124
2221,296097.1836
2222,233139.6816
2223,312211.0756
2224,214562.5969
2225,140986.2243
2226,166229.9054
2227,190891.2952
2228,263503.4439
2229,221568.2296
2230,163360.454
2231,203757.1293
2232,193280.4072
2233,170966.9194
2234,252102.8838
2235,199785.7408
2236,264247.1936
2237,345202.4734
2238,191831.5981
2239,123902.1859
2240,167569.0852
2241,132936.7261
2242,147770.6323
2243,133399.367
2244,80214.21595
2245,80311.1497
2246,148096.5174
2247,92337.67727
2248,128786.4282
2249,128850.7
2250,134508.2426
2251,124656.0754
2252,179910.67
2253,159944.8417
2254,182899.4744
2255,188366.3324
2256,173870.6893
2257,200937.1793
2258,177946.2605
2259,178243.2886
2260,151461.5124
2261,184606.1138
2262,196507.7767
2263,336352.3834
2264,471215.0507
2265,161689.3835
2266,289406.8809
2267,326548.4107
2268,362578.8703
2269,173512.5494
2270,167646.8439
2271,219447.6246
2272,197199.4756
2273,168001.7778
2274,169779.2087
2275,153632.19
2276,155016.7397
2277,187793.8448
2278,151668.3092
2279,116419.6852
2280,113824.2268
2281,178181.9958
2282,178525.7275
2283,94246.90005
2284,113637.8283
2285,151549.3363
2286,129817.0183
2287,307629.2652
2288,271765.4374
2289,357633.7868
2290,435540.979
2291,316508.4218
2292,380337.9864
2293,474829.845
2294,426175.0507
2295,475415.4415
2296,285301.8724
2297,268949.6743
2298,303379.4421
2299,397206.99
2300,322345.9561
2301,247469.3515
2302,225712.866
2303,254683.8475
2304,260960.8941
2305,178320.7245
2306,178320.7245
2307,188351.6003
2308,234325.4848
2309,282416.5936
2310,229602.2149
2311,182233.0386
2312,180812.1216
2313,178989.1556
2314,166097.1416
2315,175605.3012
2316,192302.4585
2317,179529.9531
2318,176334.3635
2319,174095.9921
2320,181954.1061
2321,240208.9653
2322,178175.9089
2323,172938.7456
2324,162083.8092
2325,228842.5063
2326,162892.8978
2327,208347.1451
2328,219159.8471
2329,185755.507
2330,175729.9531
2331,365137.8678
2332,407264.3028
2333,331837.1999
2334,276864.4016
2335,275541.9296
2336,309940.3703
2337,214059.8491
2338,245135.9585
2339,240996.0576
2340,365721.8737
2341,237733.7708
2342,236690.5279
2343,213314.2787
2344,242600.4816
2345,260950.3245
2346,230685.458
2347,203935.9685
2348,226674.1143
2349,175176.5403
2350,257049.6714
2351,248242.2683
2352,255435.4951
2353,204514.6947
2354,128018.0189
2355,165880.8623
2356,155144.1082
2357,207362.3141
2358,198942.6194
2359,125325.8158
2360,120866.956
2361,142726.7888
2362,277267.5541
2363,144446.0934
2364,148848.4809
2365,217104.5729
2366,200239.7026
2367,243890.7966
2368,213335.5067
2369,234391.6823
2370,174378.1844
2371,176359.0692
2372,185875.6576
2373,270511.1752
2374,298068.943
2375,252180.8825
2376,273248.9928
2377,296627.3496
2378,148920.0366
2379,175494.6687
2380,145436.527
2381,159355.6008
2382,173008.9358
2383,222726.641
2384,244985.967
2385,151131.3428
2386,142879.2681
2387,136283.0063
2388,110957.0087
2389,136593.402
2390,141324.4826
2391,132688.8753
2392,119964.3854
2393,145985.4094
2394,144352.0162
2395,184392.9509
2396,158713.1025
2397,181711.9996
2398,123867.8554
2399,67722.56459
2400,52507.22625
2401,122012.6697
2402,134784.5558
2403,160703.4842
2404,149835.7246
2405,151484.0222
2406,126688.931
2407,130376.1426
2408,139299.5117
2409,133687.4618
2410,192639.5579
2411,118170.777
2412,149801.8574
2413,144609.1831
2414,130064.963
2415,155918.6402
2416,131908.7077
2417,130584.745
2418,120636.043
2419,138898.3892
2420,119685.1575
2421,142977.0607
2422,119615.6904
2423,108604.8253
2424,148500.2753
2425,175646.5423
2426,114373.2155
2427,130035.3788
2428,170455.2566
2429,116616.0095
2430,123098.5232
2431,130416.1683
2432,130615.0934
2433,143341.0995
2434,150316.2107
2435,152863.3817
2436,106482.6762
2437,123359.9415
2438,121185.6991
2439,118146.0428
2440,136139.27
2441,102408.9461
2442,110492.0397
2443,125769.5577
2444,119621.6353
2445,100191.8811
2446,110619.3741
2447,168442.8057
2448,149699.7917
2449,122464.0907
2450,165331.558
2451,118194.8892
2452,184227.5901
2453,95973.1475
2454,113522.8111
2455,100766.2911
2456,113752.402
2457,128504.522
2458,110084.8672
2459,113852.4763
2460,152276.0565
2461,128550.2369
2462,120057.089
2463,127416.1728
2464,155572.0892
2465,144256.7634
2466,131007.9531
2467,148339.7197
2468,109895.2611
2469,107384.4644
2470,184585.0319
2471,198619.6406
2472,195768.2167
2473,118309.8321
2474,114079.0112
2475,243030.1426
2476,122777.3841
2477,129809.4654
2478,170506.5172
2479,125031.1025
2480,138499.3838
2481,133198.5751
2482,127439.4046
2483,120131.7808
2484,132848.2119
2485,117457.5638
2486,155846.901
2487,175700.8004
2488,146475.9412
2489,145400.9068
2490,143114.9239
2491,89998.43846
2492,186126.5055
2493,131046.5855
2494,145474.6499
2495,111340.8631
2496,230948.6328
2497,146121.029
2498,122710.1076
2499,94126.27904
2500,138055.7733
2501,147831.8648
2502,138738.7664
2503,112514.9788
2504,188665.3215
2505,206760.2175
2506,269676.8839
2507,356969.9504
2508,269676.8839
2509,224890.9975
2510,242079.3916
2511,183807.1634
2512,213770.38
2513,212294.4838
2514,223662.9813
2515,148252.7966
2516,163114.7061
2517,129979.2512
2518,142173.9357
2519,223945.0463
2520,206699.2866
2521,195772.2389
2522,224746.9776
2523,133570.6234
2524,149849.8861
2525,143113.7677
2526,147474.0177
2527,120317.3157
2528,131298.9706
2529,127484.8455
2530,99487.624
2531,222351.9644
2532,229202.3605
2533,197857.109
2534,250901.6671
2535,307353.162
2536,216685.5996
2537,204586.383
2538,178561.265
2539,183826.5349
2540,183313.3961
2541,180506.8177
2542,172632.6502
2543,122628.1122
2544,130771.5544
2545,128584.1352
2546,153490.3279
2547,146851.2789
2548,149205.4572
2549,164594.2992
2550,568494.1699
2551,138313.7484
2552,123233.9714
2553,104691.6733
2554,133526.1926
2555,95097.39137
2556,96549.20266
2557,113756.927
2558,158607.3215
2559,143210.4343
2560,123839.4424
2561,126388.2448
2562,131330.7801
2563,126875.7835
2564,169722.7602
2565,115272.15
2566,127650.6402
2567,132648.8192
2568,179351.4103
2569,178323.0141
2570,106583.2296
2571,166314.5032
2572,174427.5943
2573,232767.0699
2574,261857.2079
2575,129813.7925
2576,130664.4162
2577,150887.9884
2578,110968.2373
2579,63968.82237
2580,122534.2374
2581,125994.7283
2582,106318.5757
2583,253047.8624
2584,160308.6963
2585,181880.4937
2586,182489.0009
2587,197355.2175
2588,150068.3253
2589,146407.4661
2590,208811.8407
2591,212040.4352
2592,237445.5175
2593,238536.6499
2594,176418.4446
2595,212627.9524
2596,329435.9327
2597,196557.6699
2598,274607.8636
2599,317702.3036
2600,128816.0521
2601,139925.4253
2602,80511.95564
2603,79665.59352
2604,76556.47425
2605,81204.28172
2606,140690.9214
2607,170482.9067
2608,162915.3008
2609,156083.0995
2610,110285.5943
2611,149628.9651
2612,156834.584
2613,128637.5088
2614,121276.1836
2615,151109.212
2616,130655.2533
2617,147313.6312
2618,154841.7008
2619,270694.5
2620,176455.804
2621,186969.8834
2622,199333.5846
2623,256850.7166
2624,286165.4327
2625,328306.5111
2626,169368.0315
2627,184677.2627
2628,408650.0229
2629,464410.2705
2630,331103.7643
2631,431439.9895
2632,404076.187
2633,306097.7128
2634,350889.3078
2635,143321.6317
2636,198799.282
2637,157373.346
2638,248246.0394
2639,176170.4781
2640,150210.3282
2641,119184.354
2642,189160.1742
2643,106743.5579
2644,131997.2362
2645,93619.2013
2646,93684.546
2647,94445.13121
2648,141524.3992
2649,143627.2746
2650,146912.9104
2651,152645.8464
2652,404503.8031
2653,254735.3272
2654,252223.113
2655,317738.3236
2656,298505.6141
2657,313699.7937
2658,287999.7013
2659,306378.3936
2660,345769.6553
2661,300990.4375
2662,317816.8807
2663,272064.496
2664,280917.7987
2665,318797.3798
2666,301231.4184
2667,172723.5475
2668,180992.9476
2669,182550.96
2670,286251.67
2671,180992.9476
2672,196817.1902
2673,207779.5175
2674,209704.2151
2675,170402.1616
2676,186170.0571
2677,193950.4053
2678,273253.2848
2679,260054.7688
2680,274578.436
2681,401457.4493
2682,333721.4743
2683,523299.172
2684,316308.7413
2685,345933.5672
2686,257180.1396
2687,277375.5053
2688,241753.0373
2689,213150.4314
2690,496446.6213
2691,195912.3805
2692,126344.3336
2693,189833.3207
2694,128129.6811
2695,192109.8419
2696,189433.1575
2697,198788.758
2698,197528.0937
2699,180733.3675
2700,173882.9971
2701,162539.9002
2702,133428.4624
2703,140853.2261
2704,140869.0422
2705,131815.3645
2706,117028.0881
2707,132479.8757
2708,130256.3977
2709,110652.1346
2710,118929.8255
2711,279172.9602
2712,358338.3676
2713,168438.693
2714,148975.6344
2715,175203.1479
2716,144518.8413
2717,176057.9857
2718,246412.8927
2719,157954.4183
2720,149012.3445
2721,143019.6939
2722,152086.5192
2723,138802.8463
2724,122122.0712
2725,137429.8281
2726,136565.1116
2727,156459.3976
2728,164668.2799
2729,145034.8719
2730,150608.452
2731,118704.724
2732,122080.8403
2733,164248.9598
2734,153399.4574
2735,135333.6876
2736,144740.4097
2737,123972.483
2738,149098.7796
2739,153982.8354
2740,145007.0759
2741,149955.0732
2742,157788.8576
2743,153957.9132
2744,142432.722
2745,133418.9504
2746,128067.746
2747,171624.7344
2748,121884.454
2749,126500.1893
2750,135118.9853
2751,116989.8222
2752,244550.0986
2753,144663.7468
2754,167532.199
2755,137890.2832
2756,68697.56281
2757,71291.16286
2758,68683.14794
2759,158028.4769
2760,114486.0805
2761,142401.2325
2762,149323.0277
2763,202267.8848
2764,160538.2509
2765,292972.023
2766,124037.3469
2767,91731.53208
2768,144535.1238
2769,136021.8618
2770,153025.0635
2771,123359.9415
2772,113277.7622
2773,124950.0019
2774,148166.4215
2775,126521.107
2776,145104.0265
2777,153099.0518
2778,123387.256
2779,105952.1821
2780,110116.4891
2781,109278.0188
2782,90822.06298
2783,95684.77145
2784,128994.7678
2785,150849.2138
2786,52650.52438
2787,120187.0505
2788,73010.23126
2789,236744.1766
2790,108751.4878
2791,131391.234
2792,84103.32659
2793,146145.1448
2794,94009.26452
2795,128213.3567
2796,109918.9252
2797,214778.5969
2798,118124.9718
2799,115715.98
2800,94814.59459
2801,111948.348
2802,131006.2901
2803,214758.5406
2804,132202.5812
2805,93026.72337
2806,114407.0776
2807,162634.0092
2808,141085.4874
2809,126216.6013
2810,139331.1872
2811,162612.5042
2812,146781.1127
2813,174209.4615
2814,160485.9982
2815,108480.6698
2816,274942.6001
2817,138598.7027
2818,128484.0073
2819,169370.2825
2820,131845.3757
2821,116194.4238
2822,170701.165
2823,227354.5472
2824,158605.6847
2825,130359.8807
2826,134568.6055
2827,146446.0535
2828,195721.506
2829,186925.6021
2830,241099.3146
2831,186438.6349
2832,214151.9905
2833,264532.4434
2834,221749.64
2835,224514.8161
2836,188020.8846
2837,160659.0199
2838,155774.6415
2839,180452.5001
2840,185181.492
2841,205368.2683
2842,206347.3798
2843,127509.7961
2844,154760.0078
2845,129888.3026
2846,209923.9671
2847,199450.1315
2848,209146.6956
2849,210838.7718
2850,272695.3672
2851,250042.7228
2852,235946.2763
2853,224696.3338
2854,138645.7683
2855,187148.1183
2856,214653.8406
2857,186854.6146
2858,193282.9248
2859,120560.6719
2860,116124.4382
2861,147541.3723
2862,197626.6024
2863,115711.6072
2864,269079.2243
2865,138313.7484
2866,151827.29
2867,83609.81903
2868,137162.3842
2869,126167.9383
2870,137656.7708
2871,113867.1025
2872,50971.04933
2873,110647.5476
2874,132327.8526
2875,130875.669
2876,147193.4868
2877,148179.3891
2878,154850.4808
2879,124525.105
2880,118146.5484
2881,144444.8901
2882,147478.7571
2883,173835.7975
2884,175963.7703
2885,165974.0664
2886,153837.3785
2887,117265.9371
2888,134868.0746
2889,77920.73882
2890,82175.237
2891,144236.0391
2892,64240.39939
2893,123472.777
2894,54794.07314
2895,269088.8589
2896,283449.4466
2897,188227.4044
2898,178683.0846
2899,263518.1889
2900,161028.9991
2901,186233.366
2902,182903.7677
2903,318223.3068
2904,305966.5151
2905,109526.0674
2906,191067.7361
2907,123626.3849
2908,126116.1891
2909,137035.6865
2910,80707.18347
2911,80511.95564
2912,150652.8722
2913,79668.81968
2914,76556.47425
2915,76556.47425
2916,79668.81968
2917,147741.2555
2918,110681.3612
2919,244257.7763
